SignId,Id,X,Y,Z,Retro,Angle,Distance,UTC,R,G,B,H,S,V,pX,pY
11,61790,33.7872584,-84.4060859,245.593,0.79,-0.219,6.407,66095.57000,-1,-1,-1,-1.0,-1.000,-1.000,0.377,0.643
11,61791,33.7872583,-84.4060857,245.529,0.78,-0.230,6.405,66095.57000,-1,-1,-1,-1.0,-1.000,-1.000,0.367,0.712
11,61792,33.7872583,-84.4060855,245.465,0.79,-0.240,6.407,66095.57000,-1,-1,-1,-1.0,-1.000,-1.000,0.369,0.782
11,61793,33.7872582,-84.4060854,245.401,0.78,-0.250,6.410,66095.57000,-1,-1,-1,-1.0,-1.000,-1.000,0.360,0.852
11,61794,33.7872582,-84.4060852,245.337,0.78,-0.261,6.414,66095.57000,-1,-1,-1,-1.0,-1.000,-1.000,0.364,0.922
11,61795,33.7872581,-84.4060851,245.273,0.74,-0.271,6.417,66095.57000,-1,-1,-1,-1.0,-1.000,-1.000,0.355,0.991
11,61853,33.7872581,-84.4060866,246.133,0.79,-0.137,6.237,66095.58300,-1,-1,-1,-1.0,-1.000,-1.000,0.345,0.054
11,61854,33.7872581,-84.4060866,246.069,0.79,-0.147,6.243,66095.58300,-1,-1,-1,-1.0,-1.000,-1.000,0.345,0.124
11,61855,33.7872581,-84.4060864,246.007,0.79,-0.158,6.237,66095.58300,-1,-1,-1,-1.0,-1.000,-1.000,0.342,0.192
11,61856,33.7872580,-84.4060863,245.944,0.79,-0.168,6.237,66095.58300,-1,-1,-1,-1.0,-1.000,-1.000,0.330,0.260
11,61857,33.7872580,-84.4060863,245.878,0.79,-0.178,6.252,66095.58300,-1,-1,-1,-1.0,-1.000,-1.000,0.330,0.332
11,61858,33.7872579,-84.4060859,245.822,0.78,-0.189,6.222,66095.58300,-1,-1,-1,-1.0,-1.000,-1.000,0.318,0.393
11,61859,33.7872579,-84.4060858,245.758,0.78,-0.199,6.230,66095.58300,-1,-1,-1,-1.0,-1.000,-1.000,0.319,0.463
11,61860,33.7872579,-84.4060859,245.690,0.79,-0.209,6.256,66095.58300,-1,-1,-1,-1.0,-1.000,-1.000,0.318,0.537
11,61861,33.7872579,-84.4060858,245.626,0.78,-0.219,6.260,66095.58300,-1,-1,-1,-1.0,-1.000,-1.000,0.319,0.607
11,61862,33.7872578,-84.4060856,245.565,0.76,-0.230,6.256,66095.58300,-1,-1,-1,-1.0,-1.000,-1.000,0.310,0.673
11,61863,33.7872578,-84.4060855,245.501,0.78,-0.240,6.264,66095.58300,-1,-1,-1,-1.0,-1.000,-1.000,0.312,0.743
11,61864,33.7872578,-84.4060854,245.437,0.77,-0.250,6.271,66095.58300,-1,-1,-1,-1.0,-1.000,-1.000,0.314,0.813
11,61865,33.7872578,-84.4060853,245.373,0.78,-0.260,6.279,66095.58300,-1,-1,-1,-1.0,-1.000,-1.000,0.316,0.882
11,61866,33.7872577,-84.4060853,245.307,0.78,-0.271,6.291,66095.58300,-1,-1,-1,-1.0,-1.000,-1.000,0.304,0.954
11,61920,33.7872577,-84.4060866,246.153,0.75,-0.137,6.095,66095.59600,-1,-1,-1,-1.0,-1.000,-1.000,0.298,0.033
11,61921,33.7872576,-84.4060865,246.092,0.78,-0.148,6.092,66095.59600,-1,-1,-1,-1.0,-1.000,-1.000,0.285,0.099
11,61922,33.7872576,-84.4060865,246.029,0.78,-0.158,6.101,66095.59600,-1,-1,-1,-1.0,-1.000,-1.000,0.285,0.168
11,61923,33.7872576,-84.4060864,245.967,0.79,-0.168,6.102,66095.59600,-1,-1,-1,-1.0,-1.000,-1.000,0.284,0.235
11,61924,33.7872576,-84.4060864,245.903,0.79,-0.178,6.118,66095.59600,-1,-1,-1,-1.0,-1.000,-1.000,0.284,0.305
11,61925,33.7872576,-84.4060862,245.842,0.78,-0.189,6.116,66095.59600,-1,-1,-1,-1.0,-1.000,-1.000,0.283,0.371
11,61926,33.7872575,-84.4060861,245.781,0.77,-0.199,6.112,66095.59600,-1,-1,-1,-1.0,-1.000,-1.000,0.271,0.438
11,61927,33.7872575,-84.4060860,245.717,0.78,-0.209,6.124,66095.59600,-1,-1,-1,-1.0,-1.000,-1.000,0.271,0.508
11,61928,33.7872574,-84.4060859,245.657,0.78,-0.219,6.121,66095.59600,-1,-1,-1,-1.0,-1.000,-1.000,0.260,0.573
11,61929,33.7872574,-84.4060858,245.593,0.78,-0.230,6.132,66095.59600,-1,-1,-1,-1.0,-1.000,-1.000,0.260,0.643
11,61930,33.7872574,-84.4060857,245.532,0.77,-0.240,6.134,66095.59600,-1,-1,-1,-1.0,-1.000,-1.000,0.262,0.709
11,61931,33.7872573,-84.4060855,245.472,0.77,-0.250,6.131,66095.59600,-1,-1,-1,-1.0,-1.000,-1.000,0.254,0.775
11,61932,33.7872573,-84.4060854,245.409,0.78,-0.260,6.139,66095.59600,-1,-1,-1,-1.0,-1.000,-1.000,0.256,0.843
11,61933,33.7872573,-84.4060853,245.346,0.78,-0.271,6.148,66095.59700,-1,-1,-1,-1.0,-1.000,-1.000,0.259,0.912
11,61990,33.7872572,-84.4060865,246.114,0.71,-0.148,5.956,66095.60900,-1,-1,-1,-1.0,-1.000,-1.000,0.239,0.075
11,61991,33.7872571,-84.4060864,246.053,0.78,-0.158,5.958,66095.60900,-1,-1,-1,-1.0,-1.000,-1.000,0.225,0.142
11,61992,33.7872571,-84.4060864,245.991,0.78,-0.168,5.967,66095.61000,-1,-1,-1,-1.0,-1.000,-1.000,0.225,0.209
11,61993,33.7872571,-84.4060863,245.930,0.79,-0.178,5.973,66095.61000,-1,-1,-1,-1.0,-1.000,-1.000,0.224,0.276
11,61994,33.7872571,-84.4060862,245.870,0.78,-0.189,5.972,66095.61000,-1,-1,-1,-1.0,-1.000,-1.000,0.224,0.341
11,61995,33.7872571,-84.4060862,245.808,0.78,-0.199,5.982,66095.61000,-1,-1,-1,-1.0,-1.000,-1.000,0.224,0.408
11,61996,33.7872570,-84.4060860,245.748,0.78,-0.209,5.982,66095.61000,-1,-1,-1,-1.0,-1.000,-1.000,0.212,0.474
11,61997,33.7872571,-84.4060861,245.683,0.78,-0.219,6.005,66095.61000,-1,-1,-1,-1.0,-1.000,-1.000,0.224,0.545
11,61998,33.7872570,-84.4060858,245.627,0.77,-0.230,5.992,66095.61000,-1,-1,-1,-1.0,-1.000,-1.000,0.214,0.606
11,61999,33.7872570,-84.4060858,245.565,0.78,-0.240,6.001,66095.61000,-1,-1,-1,-1.0,-1.000,-1.000,0.214,0.673
11,62000,33.7872569,-84.4060856,245.507,0.78,-0.250,5.996,66095.61000,-1,-1,-1,-1.0,-1.000,-1.000,0.206,0.736
11,62001,33.7872569,-84.4060855,245.445,0.78,-0.260,6.006,66095.61000,-1,-1,-1,-1.0,-1.000,-1.000,0.209,0.804
11,62002,33.7872568,-84.4060854,245.383,0.78,-0.271,6.017,66095.61000,-1,-1,-1,-1.0,-1.000,-1.000,0.200,0.871
11,62059,33.7872568,-84.4060869,246.071,0.57,-0.158,5.863,66095.62300,-1,-1,-1,-1.0,-1.000,-1.000,0.204,0.122
11,62060,33.7872567,-84.4060864,246.019,0.79,-0.168,5.824,66095.62300,-1,-1,-1,-1.0,-1.000,-1.000,0.179,0.179
11,62061,33.7872567,-84.4060865,245.955,0.78,-0.178,5.852,66095.62300,-1,-1,-1,-1.0,-1.000,-1.000,0.181,0.248
11,62062,33.7872567,-84.4060863,245.898,0.79,-0.188,5.844,66095.62300,-1,-1,-1,-1.0,-1.000,-1.000,0.178,0.310
11,62063,33.7872566,-84.4060862,245.839,0.79,-0.199,5.843,66095.62300,-1,-1,-1,-1.0,-1.000,-1.000,0.165,0.375
11,62064,33.7872566,-84.4060862,245.778,0.78,-0.209,5.856,66095.62300,-1,-1,-1,-1.0,-1.000,-1.000,0.165,0.441
11,62065,33.7872566,-84.4060861,245.719,0.78,-0.219,5.857,66095.62300,-1,-1,-1,-1.0,-1.000,-1.000,0.165,0.505
11,62066,33.7872566,-84.4060860,245.660,0.78,-0.230,5.863,66095.62300,-1,-1,-1,-1.0,-1.000,-1.000,0.165,0.570
11,62067,33.7872565,-84.4060858,245.601,0.78,-0.240,5.865,66095.62300,-1,-1,-1,-1.0,-1.000,-1.000,0.156,0.634
11,62068,33.7872565,-84.4060857,245.542,0.79,-0.250,5.867,66095.62300,-1,-1,-1,-1.0,-1.000,-1.000,0.158,0.698
11,62069,33.7872564,-84.4060855,245.484,0.78,-0.260,5.868,66095.62300,-1,-1,-1,-1.0,-1.000,-1.000,0.153,0.761
11,62070,33.7872564,-84.4060855,245.423,0.77,-0.271,5.880,66095.62300,-1,-1,-1,-1.0,-1.000,-1.000,0.153,0.828
11,62130,33.7872564,-84.4060869,246.037,0.50,-0.168,5.734,66095.63600,-1,-1,-1,-1.0,-1.000,-1.000,0.162,0.159
11,62131,33.7872562,-84.4060863,245.989,0.76,-0.178,5.686,66095.63600,-1,-1,-1,-1.0,-1.000,-1.000,0.119,0.211
11,62132,33.7872562,-84.4060863,245.929,0.78,-0.189,5.703,66095.63600,-1,-1,-1,-1.0,-1.000,-1.000,0.119,0.277
11,62133,33.7872562,-84.4060864,245.868,0.77,-0.199,5.718,66095.63600,-1,-1,-1,-1.0,-1.000,-1.000,0.121,0.343
11,62134,33.7872561,-84.4060862,245.812,0.78,-0.209,5.712,66095.63600,-1,-1,-1,-1.0,-1.000,-1.000,0.106,0.404
11,62135,33.7872561,-84.4060861,245.753,0.78,-0.219,5.722,66095.63600,-1,-1,-1,-1.0,-1.000,-1.000,0.106,0.468
11,62136,33.7872561,-84.4060860,245.697,0.78,-0.230,5.720,66095.63600,-1,-1,-1,-1.0,-1.000,-1.000,0.106,0.529
11,62137,33.7872561,-84.4060859,245.638,0.78,-0.240,5.727,66095.63600,-1,-1,-1,-1.0,-1.000,-1.000,0.108,0.594
11,62138,33.7872560,-84.4060857,245.581,0.78,-0.250,5.729,66095.63600,-1,-1,-1,-1.0,-1.000,-1.000,0.102,0.656
11,62139,33.7872560,-84.4060856,245.525,0.78,-0.260,5.728,66095.63600,-1,-1,-1,-1.0,-1.000,-1.000,0.106,0.717
11,62140,33.7872560,-84.4060856,245.464,0.76,-0.271,5.743,66095.63600,-1,-1,-1,-1.0,-1.000,-1.000,0.106,0.783
11,62197,33.7872558,-84.4060866,245.956,0.60,-0.189,5.585,66095.65000,-1,-1,-1,-1.0,-1.000,-1.000,0.086,0.247
11,62198,33.7872557,-84.4060863,245.903,0.78,-0.199,5.568,66095.65000,-1,-1,-1,-1.0,-1.000,-1.000,0.062,0.305
11,62199,33.7872557,-84.4060864,245.843,0.78,-0.209,5.590,66095.65000,-1,-1,-1,-1.0,-1.000,-1.000,0.066,0.370
11,62200,33.7872556,-84.4060859,245.795,0.78,-0.219,5.556,66095.65000,-1,-1,-1,-1.0,-1.000,-1.000,0.051,0.423
11,62201,33.7872556,-84.4060861,245.732,0.78,-0.230,5.587,66095.65000,-1,-1,-1,-1.0,-1.000,-1.000,0.047,0.491
11,62202,33.7872556,-84.4060858,245.679,0.78,-0.240,5.580,66095.65000,-1,-1,-1,-1.0,-1.000,-1.000,0.056,0.549
11,62203,33.7872556,-84.4060859,245.618,0.77,-0.250,5.598,66095.65000,-1,-1,-1,-1.0,-1.000,-1.000,0.051,0.615
11,62204,33.7872555,-84.4060857,245.562,0.78,-0.260,5.601,66095.65000,-1,-1,-1,-1.0,-1.000,-1.000,0.053,0.676
11,62205,33.7872555,-84.4060856,245.508,0.74,-0.271,5.599,66095.65000,-1,-1,-1,-1.0,-1.000,-1.000,0.060,0.735
11,62265,33.7872554,-84.4060868,245.925,0.53,-0.199,5.483,66095.66300,-1,-1,-1,-1.0,-1.000,-1.000,0.073,0.281
11,62266,33.7872553,-84.4060865,245.875,0.59,-0.209,5.463,66095.66300,-1,-1,-1,-1.0,-1.000,-1.000,0.041,0.336
11,62267,33.7872553,-84.4060864,245.820,0.59,-0.219,5.463,66095.66300,-1,-1,-1,-1.0,-1.000,-1.000,0.032,0.395
11,62268,33.7872553,-84.4060864,245.761,0.58,-0.229,5.481,66095.66300,-1,-1,-1,-1.0,-1.000,-1.000,0.032,0.460
11,62269,33.7872553,-84.4060863,245.706,0.57,-0.240,5.485,66095.66300,-1,-1,-1,-1.0,-1.000,-1.000,0.023,0.520
11,62270,33.7872552,-84.4060861,245.653,0.58,-0.250,5.481,66095.66300,-1,-1,-1,-1.0,-1.000,-1.000,0.000,0.577
11,62271,33.7872552,-84.4060860,245.599,0.58,-0.260,5.481,66095.66300,-1,-1,-1,-1.0,-1.000,-1.000,0.010,0.636
11,62272,33.7872552,-84.4060860,245.539,0.57,-0.271,5.499,66095.66300,-1,-1,-1,-1.0,-1.000,-1.000,0.010,0.702
12,64153,33.7872649,-84.4061500,245.793,0.77,-0.168,7.774,66096.06200,-1,-1,-1,-1.0,-1.000,-1.000,0.986,0.287
12,64154,33.7872650,-84.4061500,245.711,0.80,-0.178,7.789,66096.06200,-1,-1,-1,-1.0,-1.000,-1.000,1.000,0.394
12,64155,33.7872649,-84.4061499,245.632,0.80,-0.189,7.794,66096.06200,-1,-1,-1,-1.0,-1.000,-1.000,0.988,0.497
12,64156,33.7872649,-84.4061498,245.552,0.81,-0.199,7.802,66096.06200,-1,-1,-1,-1.0,-1.000,-1.000,0.989,0.602
12,64157,33.7872649,-84.4061497,245.472,0.81,-0.209,7.807,66096.06200,-1,-1,-1,-1.0,-1.000,-1.000,0.991,0.707
12,64215,33.7872646,-84.4061502,245.812,0.82,-0.168,7.653,66096.07600,-1,-1,-1,-1.0,-1.000,-1.000,0.941,0.262
12,64216,33.7872645,-84.4061500,245.736,0.81,-0.178,7.650,66096.07600,-1,-1,-1,-1.0,-1.000,-1.000,0.930,0.361
12,64217,33.7872645,-84.4061499,245.658,0.82,-0.189,7.653,66096.07600,-1,-1,-1,-1.0,-1.000,-1.000,0.932,0.463
12,64218,33.7872644,-84.4061498,245.579,0.81,-0.199,7.661,66096.07600,-1,-1,-1,-1.0,-1.000,-1.000,0.919,0.567
12,64219,33.7872645,-84.4061499,245.498,0.82,-0.209,7.683,66096.07600,-1,-1,-1,-1.0,-1.000,-1.000,0.932,0.673
12,64220,33.7872644,-84.4061496,245.423,0.82,-0.220,7.672,66096.07600,-1,-1,-1,-1.0,-1.000,-1.000,0.924,0.771
12,64281,33.7872641,-84.4061502,245.836,0.81,-0.168,7.514,66096.08900,-1,-1,-1,-1.0,-1.000,-1.000,0.871,0.230
12,64282,33.7872641,-84.4061501,245.758,0.81,-0.178,7.524,66096.08900,-1,-1,-1,-1.0,-1.000,-1.000,0.872,0.332
12,64283,33.7872640,-84.4061500,245.682,0.82,-0.189,7.523,66096.08900,-1,-1,-1,-1.0,-1.000,-1.000,0.860,0.432
12,64284,33.7872640,-84.4061499,245.605,0.82,-0.199,7.532,66096.08900,-1,-1,-1,-1.0,-1.000,-1.000,0.862,0.533
12,64285,33.7872639,-84.4061497,245.530,0.81,-0.209,7.526,66096.08900,-1,-1,-1,-1.0,-1.000,-1.000,0.852,0.631
12,64286,33.7872639,-84.4061496,245.454,0.82,-0.220,7.529,66096.08900,-1,-1,-1,-1.0,-1.000,-1.000,0.854,0.730
12,64287,33.7872639,-84.4061495,245.377,0.81,-0.230,7.539,66096.08900,-1,-1,-1,-1.0,-1.000,-1.000,0.857,0.831
12,64350,33.7872638,-84.4061505,245.931,0.79,-0.158,7.398,66096.10200,-1,-1,-1,-1.0,-1.000,-1.000,0.825,0.106
12,64351,33.7872637,-84.4061503,245.857,0.81,-0.168,7.389,66096.10200,-1,-1,-1,-1.0,-1.000,-1.000,0.813,0.203
12,64352,33.7872636,-84.4061501,245.784,0.80,-0.178,7.382,66096.10200,-1,-1,-1,-1.0,-1.000,-1.000,0.802,0.298
12,64353,33.7872636,-84.4061500,245.709,0.81,-0.189,7.386,66096.10200,-1,-1,-1,-1.0,-1.000,-1.000,0.804,0.397
12,64354,33.7872636,-84.4061500,245.632,0.81,-0.199,7.396,66096.10200,-1,-1,-1,-1.0,-1.000,-1.000,0.804,0.497
12,64355,33.7872635,-84.4061498,245.557,0.82,-0.209,7.401,66096.10200,-1,-1,-1,-1.0,-1.000,-1.000,0.794,0.596
12,64356,33.7872635,-84.4061497,245.483,0.82,-0.219,7.402,66096.10200,-1,-1,-1,-1.0,-1.000,-1.000,0.796,0.692
12,64357,33.7872635,-84.4061497,245.405,0.81,-0.230,7.420,66096.10200,-1,-1,-1,-1.0,-1.000,-1.000,0.796,0.795
12,64358,33.7872634,-84.4061495,245.330,0.81,-0.240,7.424,66096.10200,-1,-1,-1,-1.0,-1.000,-1.000,0.788,0.893
12,64418,33.7872633,-84.4061506,245.951,0.81,-0.158,7.264,66096.11500,-1,-1,-1,-1.0,-1.000,-1.000,0.753,0.080
12,64419,33.7872633,-84.4061504,245.878,0.79,-0.168,7.262,66096.11600,-1,-1,-1,-1.0,-1.000,-1.000,0.755,0.175
12,64420,33.7872632,-84.4061503,245.804,0.81,-0.178,7.264,66096.11600,-1,-1,-1,-1.0,-1.000,-1.000,0.743,0.272
12,64421,33.7872632,-84.4061501,245.732,0.81,-0.189,7.260,66096.11600,-1,-1,-1,-1.0,-1.000,-1.000,0.746,0.366
12,64422,33.7872631,-84.4061499,245.660,0.81,-0.199,7.253,66096.11600,-1,-1,-1,-1.0,-1.000,-1.000,0.736,0.461
12,64423,33.7872631,-84.4061499,245.584,0.81,-0.209,7.269,66096.11600,-1,-1,-1,-1.0,-1.000,-1.000,0.736,0.560
12,64424,33.7872629,-84.4061495,245.518,0.81,-0.220,7.240,66096.11600,-1,-1,-1,-1.0,-1.000,-1.000,0.719,0.647
12,64425,33.7872630,-84.4061497,245.435,0.80,-0.230,7.282,66096.11600,-1,-1,-1,-1.0,-1.000,-1.000,0.727,0.755
12,64426,33.7872630,-84.4061496,245.362,0.81,-0.240,7.285,66096.11600,-1,-1,-1,-1.0,-1.000,-1.000,0.730,0.851
12,64427,33.7872630,-84.4061495,245.286,0.81,-0.250,7.299,66096.11600,-1,-1,-1,-1.0,-1.000,-1.000,0.733,0.950
12,64486,33.7872628,-84.4061505,245.974,0.81,-0.158,7.120,66096.12900,-1,-1,-1,-1.0,-1.000,-1.000,0.684,0.050
12,64487,33.7872628,-84.4061503,245.903,0.80,-0.168,7.112,66096.12900,-1,-1,-1,-1.0,-1.000,-1.000,0.686,0.143
12,64488,33.7872629,-84.4061506,245.824,0.80,-0.178,7.151,66096.12900,-1,-1,-1,-1.0,-1.000,-1.000,0.697,0.246
12,64489,33.7872627,-84.4061502,245.757,0.81,-0.189,7.123,66096.12900,-1,-1,-1,-1.0,-1.000,-1.000,0.674,0.334
12,64490,33.7872627,-84.4061501,245.683,0.81,-0.199,7.134,66096.12900,-1,-1,-1,-1.0,-1.000,-1.000,0.676,0.431
12,64491,33.7872627,-84.4061500,245.612,0.81,-0.209,7.134,66096.12900,-1,-1,-1,-1.0,-1.000,-1.000,0.678,0.524
12,64492,33.7872626,-84.4061498,245.540,0.81,-0.219,7.134,66096.12900,-1,-1,-1,-1.0,-1.000,-1.000,0.669,0.618
12,64493,33.7872626,-84.4061497,245.468,0.81,-0.230,7.139,66096.12900,-1,-1,-1,-1.0,-1.000,-1.000,0.672,0.712
12,64494,33.7872625,-84.4061496,245.396,0.81,-0.240,7.142,66096.12900,-1,-1,-1,-1.0,-1.000,-1.000,0.662,0.806
12,64495,33.7872625,-84.4061494,245.324,0.81,-0.250,7.147,66096.12900,-1,-1,-1,-1.0,-1.000,-1.000,0.668,0.901
12,64496,33.7872624,-84.4061493,245.251,0.78,-0.261,7.153,66096.12900,-1,-1,-1,-1.0,-1.000,-1.000,0.659,0.996
12,64555,33.7872624,-84.4061506,245.996,0.80,-0.158,6.984,66096.14200,-1,-1,-1,-1.0,-1.000,-1.000,0.626,0.021
12,64556,33.7872624,-84.4061505,245.924,0.79,-0.168,6.987,66096.14200,-1,-1,-1,-1.0,-1.000,-1.000,0.627,0.115
12,64557,33.7872624,-84.4061505,245.852,0.80,-0.178,6.998,66096.14200,-1,-1,-1,-1.0,-1.000,-1.000,0.627,0.209
12,64558,33.7872623,-84.4061503,245.781,0.81,-0.189,6.999,66096.14200,-1,-1,-1,-1.0,-1.000,-1.000,0.616,0.302
12,64559,33.7872622,-84.4061501,245.713,0.81,-0.199,6.987,66096.14200,-1,-1,-1,-1.0,-1.000,-1.000,0.607,0.391
12,64560,33.7872622,-84.4061500,245.641,0.80,-0.209,6.996,66096.14200,-1,-1,-1,-1.0,-1.000,-1.000,0.609,0.486
12,64561,33.7872621,-84.4061498,245.572,0.80,-0.219,6.990,66096.14200,-1,-1,-1,-1.0,-1.000,-1.000,0.601,0.576
12,64562,33.7872621,-84.4061497,245.500,0.80,-0.230,7.000,66096.14200,-1,-1,-1,-1.0,-1.000,-1.000,0.604,0.670
12,64563,33.7872621,-84.4061497,245.428,0.80,-0.240,7.010,66096.14200,-1,-1,-1,-1.0,-1.000,-1.000,0.604,0.764
12,64564,33.7872620,-84.4061495,245.357,0.80,-0.250,7.014,66096.14200,-1,-1,-1,-1.0,-1.000,-1.000,0.597,0.857
12,64565,33.7872620,-84.4061494,245.286,0.80,-0.260,7.019,66096.14200,-1,-1,-1,-1.0,-1.000,-1.000,0.601,0.950
12,64625,33.7872620,-84.4061508,246.012,0.76,-0.158,6.870,66096.15500,-1,-1,-1,-1.0,-1.000,-1.000,0.568,0.000
12,64626,33.7872619,-84.4061505,245.945,0.80,-0.168,6.854,66096.15500,-1,-1,-1,-1.0,-1.000,-1.000,0.557,0.088
12,64627,33.7872619,-84.4061505,245.875,0.79,-0.178,6.861,66096.15600,-1,-1,-1,-1.0,-1.000,-1.000,0.557,0.179
12,64628,33.7872619,-84.4061504,245.805,0.80,-0.189,6.866,66096.15600,-1,-1,-1,-1.0,-1.000,-1.000,0.559,0.271
12,64629,33.7872618,-84.4061503,245.736,0.80,-0.199,6.866,66096.15600,-1,-1,-1,-1.0,-1.000,-1.000,0.546,0.361
12,64630,33.7872618,-84.4061502,245.664,0.80,-0.209,6.878,66096.15600,-1,-1,-1,-1.0,-1.000,-1.000,0.549,0.455
12,64631,33.7872617,-84.4061499,245.599,0.80,-0.219,6.864,66096.15600,-1,-1,-1,-1.0,-1.000,-1.000,0.543,0.541
12,64632,33.7872617,-84.4061498,245.529,0.80,-0.230,6.869,66096.15600,-1,-1,-1,-1.0,-1.000,-1.000,0.546,0.632
12,64633,33.7872616,-84.4061496,245.463,0.80,-0.240,6.859,66096.15600,-1,-1,-1,-1.0,-1.000,-1.000,0.540,0.719
12,64634,33.7872616,-84.4061495,245.391,0.80,-0.250,6.873,66096.15600,-1,-1,-1,-1.0,-1.000,-1.000,0.544,0.813
12,64635,33.7872615,-84.4061494,245.321,0.79,-0.261,6.880,66096.15600,-1,-1,-1,-1.0,-1.000,-1.000,0.535,0.904
12,64636,33.7872615,-84.4061494,245.248,0.75,-0.271,6.897,66096.15600,-1,-1,-1,-1.0,-1.000,-1.000,0.535,1.000
12,64694,33.7872615,-84.4061506,245.967,0.80,-0.168,6.725,66096.16900,-1,-1,-1,-1.0,-1.000,-1.000,0.499,0.059
12,64695,33.7872615,-84.4061505,245.899,0.79,-0.178,6.726,66096.16900,-1,-1,-1,-1.0,-1.000,-1.000,0.501,0.148
12,64696,33.7872614,-84.4061505,245.829,0.80,-0.189,6.733,66096.16900,-1,-1,-1,-1.0,-1.000,-1.000,0.487,0.240
12,64697,33.7872614,-84.4061503,245.761,0.80,-0.199,6.735,66096.16900,-1,-1,-1,-1.0,-1.000,-1.000,0.491,0.329
12,64698,33.7872613,-84.4061502,245.694,0.80,-0.209,6.733,66096.16900,-1,-1,-1,-1.0,-1.000,-1.000,0.479,0.416
12,64699,33.7872613,-84.4061501,245.626,0.79,-0.219,6.736,66096.16900,-1,-1,-1,-1.0,-1.000,-1.000,0.482,0.505
12,64700,33.7872613,-84.4061500,245.556,0.79,-0.230,6.746,66096.16900,-1,-1,-1,-1.0,-1.000,-1.000,0.485,0.597
12,64701,33.7872612,-84.4061499,245.489,0.80,-0.240,6.748,66096.16900,-1,-1,-1,-1.0,-1.000,-1.000,0.475,0.685
12,64702,33.7872612,-84.4061497,245.422,0.79,-0.250,6.746,66096.16900,-1,-1,-1,-1.0,-1.000,-1.000,0.483,0.772
12,64703,33.7872611,-84.4061496,245.351,0.79,-0.261,6.760,66096.16900,-1,-1,-1,-1.0,-1.000,-1.000,0.474,0.865
12,64704,33.7872611,-84.4061495,245.283,0.81,-0.271,6.765,66096.16900,-1,-1,-1,-1.0,-1.000,-1.000,0.478,0.954
12,64767,33.7872610,-84.4061506,245.992,0.80,-0.168,6.576,66096.18200,-1,-1,-1,-1.0,-1.000,-1.000,0.429,0.026
12,64768,33.7872611,-84.4061508,245.919,0.79,-0.178,6.615,66096.18200,-1,-1,-1,-1.0,-1.000,-1.000,0.441,0.122
12,64769,33.7872610,-84.4061506,245.853,0.80,-0.189,6.609,66096.18200,-1,-1,-1,-1.0,-1.000,-1.000,0.429,0.208
12,64770,33.7872610,-84.4061505,245.787,0.80,-0.199,6.607,66096.18200,-1,-1,-1,-1.0,-1.000,-1.000,0.431,0.295
12,64771,33.7872609,-84.4061503,245.720,0.80,-0.209,6.609,66096.18200,-1,-1,-1,-1.0,-1.000,-1.000,0.422,0.382
12,64772,33.7872609,-84.4061503,245.652,0.80,-0.219,6.617,66096.18200,-1,-1,-1,-1.0,-1.000,-1.000,0.422,0.471
12,64773,33.7872609,-84.4061502,245.585,0.80,-0.230,6.622,66096.18200,-1,-1,-1,-1.0,-1.000,-1.000,0.424,0.559
12,64774,33.7872608,-84.4061500,245.520,0.80,-0.240,6.618,66096.18200,-1,-1,-1,-1.0,-1.000,-1.000,0.417,0.644
12,64775,33.7872608,-84.4061499,245.452,0.80,-0.250,6.628,66096.18200,-1,-1,-1,-1.0,-1.000,-1.000,0.421,0.733
12,64776,33.7872608,-84.4061498,245.384,0.80,-0.260,6.637,66096.18200,-1,-1,-1,-1.0,-1.000,-1.000,0.425,0.822
12,64777,33.7872607,-84.4061497,245.315,0.80,-0.271,6.647,66096.18200,-1,-1,-1,-1.0,-1.000,-1.000,0.417,0.912
12,64778,33.7872606,-84.4061494,245.254,0.76,-0.281,6.633,66096.18200,-1,-1,-1,-1.0,-1.000,-1.000,0.420,0.992
12,64835,33.7872607,-84.4061510,246.008,0.76,-0.168,6.479,66096.19500,-1,-1,-1,-1.0,-1.000,-1.000,0.383,0.005
12,64836,33.7872606,-84.4061507,245.945,0.80,-0.178,6.463,66096.19500,-1,-1,-1,-1.0,-1.000,-1.000,0.371,0.088
12,64837,33.7872606,-84.4061507,245.878,0.78,-0.189,6.473,66096.19500,-1,-1,-1,-1.0,-1.000,-1.000,0.371,0.175
12,64838,33.7872605,-84.4061505,245.813,0.79,-0.199,6.475,66096.19600,-1,-1,-1,-1.0,-1.000,-1.000,0.361,0.260
12,64839,33.7872605,-84.4061504,245.748,0.79,-0.209,6.475,66096.19600,-1,-1,-1,-1.0,-1.000,-1.000,0.364,0.346
12,64840,33.7872604,-84.4061502,245.683,0.79,-0.219,6.474,66096.19600,-1,-1,-1,-1.0,-1.000,-1.000,0.356,0.431
12,64841,33.7872605,-84.4061503,245.614,0.79,-0.230,6.494,66096.19600,-1,-1,-1,-1.0,-1.000,-1.000,0.367,0.521
12,64842,33.7872604,-84.4061500,245.553,0.80,-0.240,6.478,66096.19600,-1,-1,-1,-1.0,-1.000,-1.000,0.364,0.601
12,64843,33.7872603,-84.4061499,245.487,0.79,-0.250,6.485,66096.19600,-1,-1,-1,-1.0,-1.000,-1.000,0.355,0.687
12,64844,33.7872603,-84.4061498,245.420,0.80,-0.261,6.496,66096.19600,-1,-1,-1,-1.0,-1.000,-1.000,0.360,0.775
